true_label,predicted_label,video_name,label_dataset
normal,phonecall,gZ-33(File27)_s2_face_2019-04-08-16_09_44_33_18.avi_part2,normal_DMD
normal,phonecall,gZ-33(File27)_s2_face_2019-04-08-16_09_44_33_5.avi_part5,normal_DMD
normal,phonecall,gZ-37(File31)_s1_face_2019-04-08-15_56_41_37_30.avi_part2,normal_DMD
normal,phonecall,gZ-37(File31)_s1_face_2019-04-08-15_56_41_37_30.avi_part4,normal_DMD
normal,phonecall,gZ-37(File31)_s1_face_2019-04-08-15_56_41_37_31.avi_part2,normal_DMD
normal,phonecall,gZ-37(File31)_s1_face_2019-04-08-15_56_41_37_6.avi_part1,normal_DMD
normal,phonecall,gZ-37(File31)_s2_face_2019-04-08-15_45_15_37_10.avi_part1,normal_DMD
phonecall,normal,gE-28(File18)_s2_face_2019-03-15-10_12_30_28_0.avi_part1,phonecall_DMD
phonecall,normal,gE-28(File18)_s2_face_2019-03-15-10_12_30_28_0.avi_part10,phonecall_DMD
phonecall,normal,gE-28(File18)_s2_face_2019-03-15-10_12_30_28_0.avi_part12,phonecall_DMD
phonecall,normal,gE-28(File18)_s2_face_2019-03-15-10_12_30_28_0.avi_part13,phonecall_DMD
phonecall,normal,gE-28(File18)_s2_face_2019-03-15-10_12_30_28_0.avi_part14,phonecall_DMD
phonecall,normal,gE-28(File18)_s2_face_2019-03-15-10_12_30_28_0.avi_part15,phonecall_DMD
phonecall,normal,gE-28(File18)_s2_face_2019-03-15-10_12_30_28_0.avi_part17,phonecall_DMD
phonecall,normal,gE-28(File18)_s2_face_2019-03-15-10_12_30_28_0.avi_part18,phonecall_DMD
phonecall,normal,gE-28(File18)_s2_face_2019-03-15-10_12_30_28_0.avi_part2,phonecall_DMD
phonecall,normal,gE-28(File18)_s2_face_2019-03-15-10_12_30_28_0.avi_part21,phonecall_DMD
phonecall,normal,gE-28(File18)_s2_face_2019-03-15-10_12_30_28_0.avi_part3,phonecall_DMD
phonecall,normal,gE-28(File18)_s2_face_2019-03-15-10_12_30_28_0.avi_part4,phonecall_DMD
phonecall,normal,gE-28(File18)_s2_face_2019-03-15-10_12_30_28_0.avi_part5,phonecall_DMD
phonecall,normal,gE-28(File18)_s2_face_2019-03-15-10_12_30_28_0.avi_part6,phonecall_DMD
phonecall,normal,gE-28(File18)_s2_face_2019-03-15-10_12_30_28_0.avi_part7,phonecall_DMD
phonecall,normal,gE-28(File18)_s2_face_2019-03-15-10_12_30_28_0.avi_part8,phonecall_DMD
phonecall,normal,gE-28(File18)_s2_face_2019-03-15-10_12_30_28_0.avi_part9,phonecall_DMD
phonecall,normal,gE-28(File18)_s2_face_2019-03-15-10_12_30_28_1.avi_part1,phonecall_DMD
phonecall,normal,gE-28(File18)_s2_face_2019-03-15-10_12_30_28_1.avi_part11,phonecall_DMD
phonecall,normal,gE-28(File18)_s2_face_2019-03-15-10_12_30_28_1.avi_part12,phonecall_DMD
phonecall,normal,gE-28(File18)_s2_face_2019-03-15-10_12_30_28_1.avi_part13,phonecall_DMD
phonecall,normal,gE-28(File18)_s2_face_2019-03-15-10_12_30_28_1.avi_part14,phonecall_DMD
phonecall,normal,gE-28(File18)_s2_face_2019-03-15-10_12_30_28_1.avi_part15,phonecall_DMD
phonecall,normal,gE-28(File18)_s2_face_2019-03-15-10_12_30_28_1.avi_part16,phonecall_DMD
phonecall,normal,gE-28(File18)_s2_face_2019-03-15-10_12_30_28_1.avi_part17,phonecall_DMD
phonecall,normal,gE-28(File18)_s2_face_2019-03-15-10_12_30_28_1.avi_part2,phonecall_DMD
phonecall,normal,gE-28(File18)_s2_face_2019-03-15-10_12_30_28_1.avi_part4,phonecall_DMD
phonecall,normal,gE-28(File18)_s2_face_2019-03-15-10_12_30_28_1.avi_part5,phonecall_DMD
phonecall,normal,gE-28(File18)_s2_face_2019-03-15-10_12_30_28_1.avi_part6,phonecall_DMD
phonecall,normal,gE-28(File18)_s2_face_2019-03-15-10_12_30_28_1.avi_part7,phonecall_DMD
phonecall,normal,gE-28(File18)_s4_face_2019-03-21-10_19_50_28_0.avi_part10,phonecall_DMD
phonecall,normal,gE-28(File18)_s4_face_2019-03-21-10_19_50_28_0.avi_part12,phonecall_DMD
phonecall,normal,gE-28(File18)_s4_face_2019-03-21-10_19_50_28_0.avi_part13,phonecall_DMD
phonecall,normal,gE-28(File18)_s4_face_2019-03-21-10_19_50_28_0.avi_part14,phonecall_DMD
phonecall,normal,gE-28(File18)_s4_face_2019-03-21-10_19_50_28_0.avi_part15,phonecall_DMD
phonecall,normal,gE-28(File18)_s4_face_2019-03-21-10_19_50_28_0.avi_part16,phonecall_DMD
phonecall,normal,gE-28(File18)_s4_face_2019-03-21-10_19_50_28_0.avi_part2,phonecall_DMD
phonecall,normal,gE-28(File18)_s4_face_2019-03-21-10_19_50_28_0.avi_part3,phonecall_DMD
phonecall,normal,gE-28(File18)_s4_face_2019-03-21-10_19_50_28_0.avi_part4,phonecall_DMD
phonecall,normal,gE-28(File18)_s4_face_2019-03-21-10_19_50_28_0.avi_part5,phonecall_DMD
phonecall,normal,gE-28(File18)_s4_face_2019-03-21-10_19_50_28_0.avi_part6,phonecall_DMD
phonecall,normal,gE-28(File18)_s4_face_2019-03-21-10_19_50_28_0.avi_part7,phonecall_DMD
phonecall,normal,gE-28(File18)_s4_face_2019-03-21-10_19_50_28_0.avi_part8,phonecall_DMD
phonecall,normal,gE-28(File18)_s4_face_2019-03-21-10_19_50_28_0.avi_part9,phonecall_DMD
phonecall,normal,gE-28(File18)_s4_face_2019-03-21-10_19_50_28_1.avi_part1,phonecall_DMD
phonecall,normal,gE-28(File18)_s4_face_2019-03-21-10_19_50_28_1.avi_part2,phonecall_DMD
phonecall,normal,gE-28(File18)_s4_face_2019-03-21-10_19_50_28_2.avi_part11,phonecall_DMD
phonecall,normal,gE-28(File18)_s4_face_2019-03-21-10_19_50_28_2.avi_part12,phonecall_DMD
phonecall,normal,gE-28(File18)_s4_face_2019-03-21-10_19_50_28_2.avi_part13,phonecall_DMD
phonecall,normal,gE-28(File18)_s4_face_2019-03-21-10_19_50_28_2.avi_part2,phonecall_DMD
phonecall,normal,gE-28(File18)_s4_face_2019-03-21-10_19_50_28_2.avi_part4,phonecall_DMD
phonecall,normal,gE-28(File18)_s4_face_2019-03-21-10_19_50_28_2.avi_part5,phonecall_DMD
phonecall,normal,gE-28(File18)_s4_face_2019-03-21-10_19_50_28_2.avi_part6,phonecall_DMD
phonecall,normal,gE-28(File18)_s4_face_2019-03-21-10_19_50_28_2.avi_part7,phonecall_DMD
phonecall,normal,gE-28(File18)_s4_face_2019-03-21-10_19_50_28_2.avi_part8,phonecall_DMD
phonecall,normal,gE-28(File18)_s4_face_2019-03-21-10_19_50_28_2.avi_part9,phonecall_DMD
phonecall,normal,gE-28(File18)_s4_face_2019-03-21-10_19_50_28_3.avi_part1,phonecall_DMD
phonecall,normal,gF-22(File21)_s2_face_2019-03-04-14_47_01_22_0.avi_part1,phonecall_DMD
phonecall,normal,gF-22(File21)_s2_face_2019-03-04-14_47_01_22_0.avi_part10,phonecall_DMD
phonecall,normal,gF-22(File21)_s2_face_2019-03-04-14_47_01_22_0.avi_part11,phonecall_DMD
phonecall,normal,gF-22(File21)_s2_face_2019-03-04-14_47_01_22_0.avi_part12,phonecall_DMD
phonecall,normal,gF-22(File21)_s2_face_2019-03-04-14_47_01_22_0.avi_part13,phonecall_DMD
phonecall,normal,gF-22(File21)_s2_face_2019-03-04-14_47_01_22_0.avi_part15,phonecall_DMD
phonecall,normal,gF-22(File21)_s2_face_2019-03-04-14_47_01_22_0.avi_part16,phonecall_DMD
phonecall,normal,gF-22(File21)_s2_face_2019-03-04-14_47_01_22_0.avi_part17,phonecall_DMD
phonecall,normal,gF-22(File21)_s2_face_2019-03-04-14_47_01_22_0.avi_part18,phonecall_DMD
phonecall,normal,gF-22(File21)_s2_face_2019-03-04-14_47_01_22_0.avi_part2,phonecall_DMD
phonecall,normal,gF-22(File21)_s2_face_2019-03-04-14_47_01_22_0.avi_part4,phonecall_DMD
phonecall,normal,gF-22(File21)_s2_face_2019-03-04-14_47_01_22_0.avi_part5,phonecall_DMD
phonecall,normal,gF-22(File21)_s2_face_2019-03-04-14_47_01_22_0.avi_part6,phonecall_DMD
phonecall,normal,gF-22(File21)_s2_face_2019-03-04-14_47_01_22_0.avi_part7,phonecall_DMD
phonecall,normal,gF-22(File21)_s2_face_2019-03-04-14_47_01_22_0.avi_part8,phonecall_DMD
phonecall,normal,gF-22(File21)_s2_face_2019-03-04-14_47_01_22_1.avi_part1,phonecall_DMD
phonecall,normal,gF-22(File21)_s2_face_2019-03-04-14_47_01_22_1.avi_part10,phonecall_DMD
phonecall,normal,gF-22(File21)_s2_face_2019-03-04-14_47_01_22_1.avi_part12,phonecall_DMD
phonecall,normal,gF-22(File21)_s2_face_2019-03-04-14_47_01_22_1.avi_part13,phonecall_DMD
phonecall,normal,gF-22(File21)_s2_face_2019-03-04-14_47_01_22_1.avi_part14,phonecall_DMD
phonecall,normal,gF-22(File21)_s2_face_2019-03-04-14_47_01_22_1.avi_part15,phonecall_DMD
phonecall,normal,gF-22(File21)_s2_face_2019-03-04-14_47_01_22_1.avi_part16,phonecall_DMD
phonecall,normal,gF-22(File21)_s2_face_2019-03-04-14_47_01_22_1.avi_part2,phonecall_DMD
phonecall,normal,gF-22(File21)_s2_face_2019-03-04-14_47_01_22_1.avi_part3,phonecall_DMD
phonecall,normal,gF-22(File21)_s2_face_2019-03-04-14_47_01_22_1.avi_part4,phonecall_DMD
phonecall,normal,gF-22(File21)_s2_face_2019-03-04-14_47_01_22_1.avi_part5,phonecall_DMD
phonecall,normal,gF-22(File21)_s2_face_2019-03-04-14_47_01_22_1.avi_part6,phonecall_DMD
phonecall,normal,gF-22(File21)_s2_face_2019-03-04-14_47_01_22_1.avi_part7,phonecall_DMD
phonecall,normal,gF-22(File21)_s2_face_2019-03-04-14_47_01_22_1.avi_part8,phonecall_DMD
phonecall,normal,gF-22(File21)_s2_face_2019-03-04-14_47_01_22_1.avi_part9,phonecall_DMD
phonecall,normal,gF-22(File21)_s2_face_2019-04-09-11_41_13_22_0.avi_part1,phonecall_DMD
phonecall,normal,gF-22(File21)_s2_face_2019-04-09-11_41_13_22_0.avi_part10,phonecall_DMD
phonecall,normal,gF-22(File21)_s2_face_2019-04-09-11_41_13_22_0.avi_part11,phonecall_DMD
phonecall,normal,gF-22(File21)_s2_face_2019-04-09-11_41_13_22_0.avi_part12,phonecall_DMD
phonecall,normal,gF-22(File21)_s2_face_2019-04-09-11_41_13_22_0.avi_part13,phonecall_DMD
phonecall,normal,gF-22(File21)_s2_face_2019-04-09-11_41_13_22_0.avi_part15,phonecall_DMD
phonecall,normal,gF-22(File21)_s2_face_2019-04-09-11_41_13_22_0.avi_part16,phonecall_DMD
phonecall,normal,gF-22(File21)_s2_face_2019-04-09-11_41_13_22_0.avi_part17,phonecall_DMD
phonecall,normal,gF-22(File21)_s2_face_2019-04-09-11_41_13_22_0.avi_part18,phonecall_DMD
phonecall,normal,gF-22(File21)_s2_face_2019-04-09-11_41_13_22_0.avi_part19,phonecall_DMD
phonecall,normal,gF-22(File21)_s2_face_2019-04-09-11_41_13_22_0.avi_part2,phonecall_DMD
phonecall,normal,gF-22(File21)_s2_face_2019-04-09-11_41_13_22_0.avi_part20,phonecall_DMD
phonecall,normal,gF-22(File21)_s2_face_2019-04-09-11_41_13_22_0.avi_part21,phonecall_DMD
phonecall,normal,gF-22(File21)_s2_face_2019-04-09-11_41_13_22_0.avi_part22,phonecall_DMD
phonecall,normal,gF-22(File21)_s2_face_2019-04-09-11_41_13_22_0.avi_part24,phonecall_DMD
phonecall,normal,gF-22(File21)_s2_face_2019-04-09-11_41_13_22_0.avi_part25,phonecall_DMD
phonecall,normal,gF-22(File21)_s2_face_2019-04-09-11_41_13_22_0.avi_part26,phonecall_DMD
phonecall,normal,gF-22(File21)_s2_face_2019-04-09-11_41_13_22_0.avi_part27,phonecall_DMD
phonecall,normal,gF-22(File21)_s2_face_2019-04-09-11_41_13_22_0.avi_part29,phonecall_DMD
phonecall,normal,gF-22(File21)_s2_face_2019-04-09-11_41_13_22_0.avi_part3,phonecall_DMD
phonecall,normal,gF-22(File21)_s2_face_2019-04-09-11_41_13_22_0.avi_part30,phonecall_DMD
phonecall,normal,gF-22(File21)_s2_face_2019-04-09-11_41_13_22_0.avi_part31,phonecall_DMD
phonecall,normal,gF-22(File21)_s2_face_2019-04-09-11_41_13_22_0.avi_part4,phonecall_DMD
phonecall,normal,gF-22(File21)_s2_face_2019-04-09-11_41_13_22_0.avi_part5,phonecall_DMD
phonecall,normal,gF-22(File21)_s2_face_2019-04-09-11_41_13_22_0.avi_part6,phonecall_DMD
phonecall,normal,gF-22(File21)_s2_face_2019-04-09-11_41_13_22_0.avi_part7,phonecall_DMD
phonecall,normal,gF-22(File21)_s2_face_2019-04-09-11_41_13_22_0.avi_part8,phonecall_DMD
phonecall,normal,gF-22(File21)_s2_face_2019-04-09-11_41_13_22_0.avi_part9,phonecall_DMD
phonecall,normal,gF-22(File21)_s2_face_2019-04-09-11_41_13_22_1.avi_part1,phonecall_DMD
phonecall,normal,gF-22(File21)_s2_face_2019-04-09-11_41_13_22_1.avi_part10,phonecall_DMD
phonecall,normal,gF-22(File21)_s2_face_2019-04-09-11_41_13_22_1.avi_part11,phonecall_DMD
phonecall,normal,gF-22(File21)_s2_face_2019-04-09-11_41_13_22_1.avi_part12,phonecall_DMD
phonecall,normal,gF-22(File21)_s2_face_2019-04-09-11_41_13_22_1.avi_part13,phonecall_DMD
phonecall,normal,gF-22(File21)_s2_face_2019-04-09-11_41_13_22_1.avi_part14,phonecall_DMD
phonecall,normal,gF-22(File21)_s2_face_2019-04-09-11_41_13_22_1.avi_part15,phonecall_DMD
phonecall,normal,gF-22(File21)_s2_face_2019-04-09-11_41_13_22_1.avi_part16,phonecall_DMD
phonecall,normal,gF-22(File21)_s2_face_2019-04-09-11_41_13_22_1.avi_part2,phonecall_DMD
phonecall,normal,gF-22(File21)_s2_face_2019-04-09-11_41_13_22_1.avi_part3,phonecall_DMD
phonecall,normal,gF-22(File21)_s2_face_2019-04-09-11_41_13_22_1.avi_part5,phonecall_DMD
phonecall,normal,gF-22(File21)_s2_face_2019-04-09-11_41_13_22_1.avi_part6,phonecall_DMD
phonecall,normal,gF-22(File21)_s2_face_2019-04-09-11_41_13_22_1.avi_part7,phonecall_DMD
phonecall,normal,gF-22(File21)_s2_face_2019-04-09-11_41_13_22_1.avi_part8,phonecall_DMD
phonecall,normal,gF-22(File21)_s2_face_2019-04-09-11_41_13_22_1.avi_part9,phonecall_DMD
phonecall,normal,gF-22(File21)_s4_face_2019-03-20-09_53_15_22_0.avi_part1,phonecall_DMD
phonecall,normal,gF-22(File21)_s4_face_2019-03-20-09_53_15_22_0.avi_part10,phonecall_DMD
phonecall,normal,gF-22(File21)_s4_face_2019-03-20-09_53_15_22_0.avi_part11,phonecall_DMD
phonecall,normal,gF-22(File21)_s4_face_2019-03-20-09_53_15_22_0.avi_part12,phonecall_DMD
phonecall,normal,gF-22(File21)_s4_face_2019-03-20-09_53_15_22_0.avi_part13,phonecall_DMD
phonecall,normal,gF-22(File21)_s4_face_2019-03-20-09_53_15_22_0.avi_part14,phonecall_DMD
phonecall,normal,gF-22(File21)_s4_face_2019-03-20-09_53_15_22_0.avi_part15,phonecall_DMD
phonecall,normal,gF-22(File21)_s4_face_2019-03-20-09_53_15_22_0.avi_part16,phonecall_DMD
phonecall,normal,gF-22(File21)_s4_face_2019-03-20-09_53_15_22_0.avi_part2,phonecall_DMD
phonecall,normal,gF-22(File21)_s4_face_2019-03-20-09_53_15_22_0.avi_part3,phonecall_DMD
phonecall,normal,gF-22(File21)_s4_face_2019-03-20-09_53_15_22_0.avi_part4,phonecall_DMD
phonecall,normal,gF-22(File21)_s4_face_2019-03-20-09_53_15_22_0.avi_part5,phonecall_DMD
phonecall,normal,gF-22(File21)_s4_face_2019-03-20-09_53_15_22_0.avi_part6,phonecall_DMD
phonecall,normal,gF-22(File21)_s4_face_2019-03-20-09_53_15_22_0.avi_part7,phonecall_DMD
phonecall,normal,gF-22(File21)_s4_face_2019-03-20-09_53_15_22_0.avi_part9,phonecall_DMD
phonecall,normal,gF-22(File21)_s4_face_2019-03-20-09_53_15_22_1.avi_part1,phonecall_DMD
phonecall,normal,gF-22(File21)_s4_face_2019-03-20-09_53_15_22_1.avi_part2,phonecall_DMD
phonecall,normal,gF-22(File21)_s4_face_2019-03-20-09_53_15_22_1.avi_part3,phonecall_DMD
phonecall,normal,gF-22(File21)_s4_face_2019-03-20-09_53_15_22_1.avi_part4,phonecall_DMD
phonecall,normal,gF-22(File21)_s4_face_2019-03-20-09_53_15_22_1.avi_part5,phonecall_DMD
phonecall,normal,gF-22(File21)_s4_face_2019-03-20-09_53_15_22_1.avi_part7,phonecall_DMD
phonecall,normal,gF-22(File21)_s4_face_2019-03-20-09_53_15_22_1.avi_part8,phonecall_DMD
phonecall,normal,gF-22(File21)_s4_face_2019-03-20-09_53_15_22_1.avi_part9,phonecall_DMD
phonecall,normal,gF-22(File21)_s4_face_2019-03-25-14_22_00_22_0.avi_part1,phonecall_DMD
phonecall,normal,gF-22(File21)_s4_face_2019-03-25-14_22_00_22_0.avi_part10,phonecall_DMD
phonecall,normal,gF-22(File21)_s4_face_2019-03-25-14_22_00_22_0.avi_part11,phonecall_DMD
phonecall,normal,gF-22(File21)_s4_face_2019-03-25-14_22_00_22_0.avi_part12,phonecall_DMD
phonecall,normal,gF-22(File21)_s4_face_2019-03-25-14_22_00_22_0.avi_part13,phonecall_DMD
phonecall,normal,gF-22(File21)_s4_face_2019-03-25-14_22_00_22_0.avi_part14,phonecall_DMD
phonecall,normal,gF-22(File21)_s4_face_2019-03-25-14_22_00_22_0.avi_part15,phonecall_DMD
phonecall,normal,gF-22(File21)_s4_face_2019-03-25-14_22_00_22_0.avi_part16,phonecall_DMD
phonecall,normal,gF-22(File21)_s4_face_2019-03-25-14_22_00_22_0.avi_part2,phonecall_DMD
phonecall,normal,gF-22(File21)_s4_face_2019-03-25-14_22_00_22_0.avi_part3,phonecall_DMD
phonecall,normal,gF-22(File21)_s4_face_2019-03-25-14_22_00_22_0.avi_part4,phonecall_DMD
phonecall,normal,gF-22(File21)_s4_face_2019-03-25-14_22_00_22_0.avi_part5,phonecall_DMD
phonecall,normal,gF-22(File21)_s4_face_2019-03-25-14_22_00_22_0.avi_part6,phonecall_DMD
phonecall,normal,gF-22(File21)_s4_face_2019-03-25-14_22_00_22_0.avi_part7,phonecall_DMD
phonecall,normal,gF-22(File21)_s4_face_2019-03-25-14_22_00_22_0.avi_part8,phonecall_DMD
phonecall,normal,gF-22(File21)_s4_face_2019-03-25-14_22_00_22_0.avi_part9,phonecall_DMD
phonecall,normal,gF-22(File21)_s4_face_2019-03-25-14_22_00_22_1.avi_part1,phonecall_DMD
phonecall,normal,gF-22(File21)_s4_face_2019-03-25-14_22_00_22_1.avi_part10,phonecall_DMD
phonecall,normal,gF-22(File21)_s4_face_2019-03-25-14_22_00_22_1.avi_part11,phonecall_DMD
phonecall,normal,gF-22(File21)_s4_face_2019-03-25-14_22_00_22_1.avi_part12,phonecall_DMD
phonecall,normal,gF-22(File21)_s4_face_2019-03-25-14_22_00_22_1.avi_part13,phonecall_DMD
phonecall,normal,gF-22(File21)_s4_face_2019-03-25-14_22_00_22_1.avi_part14,phonecall_DMD
phonecall,normal,gF-22(File21)_s4_face_2019-03-25-14_22_00_22_1.avi_part15,phonecall_DMD
phonecall,normal,gF-22(File21)_s4_face_2019-03-25-14_22_00_22_1.avi_part16,phonecall_DMD
phonecall,normal,gF-22(File21)_s4_face_2019-03-25-14_22_00_22_1.avi_part17,phonecall_DMD
phonecall,normal,gF-22(File21)_s4_face_2019-03-25-14_22_00_22_1.avi_part18,phonecall_DMD
phonecall,normal,gF-22(File21)_s4_face_2019-03-25-14_22_00_22_1.avi_part19,phonecall_DMD
phonecall,normal,gF-22(File21)_s4_face_2019-03-25-14_22_00_22_1.avi_part20,phonecall_DMD
phonecall,normal,gF-22(File21)_s4_face_2019-03-25-14_22_00_22_1.avi_part21,phonecall_DMD
phonecall,normal,gF-22(File21)_s4_face_2019-03-25-14_22_00_22_1.avi_part22,phonecall_DMD
phonecall,normal,gF-22(File21)_s4_face_2019-03-25-14_22_00_22_1.avi_part23,phonecall_DMD
phonecall,normal,gF-22(File21)_s4_face_2019-03-25-14_22_00_22_1.avi_part24,phonecall_DMD
phonecall,normal,gF-22(File21)_s4_face_2019-03-25-14_22_00_22_1.avi_part25,phonecall_DMD
phonecall,normal,gF-22(File21)_s4_face_2019-03-25-14_22_00_22_1.avi_part4,phonecall_DMD
phonecall,normal,gF-22(File21)_s4_face_2019-03-25-14_22_00_22_1.avi_part6,phonecall_DMD
phonecall,normal,gF-22(File21)_s4_face_2019-03-25-14_22_00_22_1.avi_part7,phonecall_DMD
phonecall,normal,gF-22(File21)_s4_face_2019-03-25-14_22_00_22_1.avi_part8,phonecall_DMD
phonecall,normal,gF-22(File21)_s4_face_2019-03-25-14_22_00_22_1.avi_part9,phonecall_DMD
phonecall,normal,gZ-33(File27)_s2_face_2019-04-08-09_59_25_33_0.avi_part1,phonecall_DMD
phonecall,normal,gZ-33(File27)_s2_face_2019-04-08-09_59_25_33_0.avi_part11,phonecall_DMD
phonecall,normal,gZ-33(File27)_s2_face_2019-04-08-09_59_25_33_0.avi_part12,phonecall_DMD
phonecall,normal,gZ-33(File27)_s2_face_2019-04-08-09_59_25_33_0.avi_part14,phonecall_DMD
phonecall,normal,gZ-33(File27)_s2_face_2019-04-08-09_59_25_33_0.avi_part15,phonecall_DMD
phonecall,normal,gZ-33(File27)_s2_face_2019-04-08-09_59_25_33_0.avi_part16,phonecall_DMD
phonecall,normal,gZ-33(File27)_s2_face_2019-04-08-09_59_25_33_0.avi_part17,phonecall_DMD
phonecall,normal,gZ-33(File27)_s2_face_2019-04-08-09_59_25_33_0.avi_part18,phonecall_DMD
phonecall,normal,gZ-33(File27)_s2_face_2019-04-08-09_59_25_33_0.avi_part19,phonecall_DMD
phonecall,normal,gZ-33(File27)_s2_face_2019-04-08-09_59_25_33_0.avi_part2,phonecall_DMD
phonecall,normal,gZ-33(File27)_s2_face_2019-04-08-09_59_25_33_0.avi_part20,phonecall_DMD
phonecall,normal,gZ-33(File27)_s2_face_2019-04-08-09_59_25_33_0.avi_part3,phonecall_DMD
phonecall,normal,gZ-33(File27)_s2_face_2019-04-08-09_59_25_33_0.avi_part4,phonecall_DMD
phonecall,normal,gZ-33(File27)_s2_face_2019-04-08-09_59_25_33_0.avi_part5,phonecall_DMD
phonecall,normal,gZ-33(File27)_s2_face_2019-04-08-09_59_25_33_0.avi_part6,phonecall_DMD
phonecall,normal,gZ-33(File27)_s2_face_2019-04-08-09_59_25_33_0.avi_part7,phonecall_DMD
phonecall,normal,gZ-33(File27)_s2_face_2019-04-08-09_59_25_33_0.avi_part9,phonecall_DMD
