true_label,predicted_label,video_name,label_dataset
normal,phonecall,gF-22(File21)_s1_face_2019-04-09-11_57_30_22_2.avi_part4,normal_DMD
normal,phonecall,gF-22(File21)_s1_face_2019-04-09-11_57_30_22_21.avi_part3,normal_DMD
normal,phonecall,gF-22(File21)_s1_face_2019-04-09-11_57_30_22_21.avi_part5,normal_DMD
normal,phonecall,gF-22(File21)_s1_face_2019-04-09-11_57_30_22_22.avi_part1,normal_DMD
normal,phonecall,gF-22(File21)_s1_face_2019-04-09-11_57_30_22_22.avi_part3,normal_DMD
normal,phonecall,gF-22(File21)_s2_face_2019-03-04-14_47_01_22_0.avi_part1,normal_DMD
normal,phonecall,gF-22(File21)_s2_face_2019-03-04-14_47_01_22_0.avi_part3,normal_DMD
normal,phonecall,gF-22(File21)_s2_face_2019-03-04-14_47_01_22_0.avi_part5,normal_DMD
normal,phonecall,gF-22(File21)_s2_face_2019-03-04-14_47_01_22_0.avi_part7,normal_DMD
normal,phonecall,gF-22(File21)_s2_face_2019-03-04-14_47_01_22_1.avi_part1,normal_DMD
normal,phonecall,gF-22(File21)_s2_face_2019-03-04-14_47_01_22_1.avi_part3,normal_DMD
normal,phonecall,gF-22(File21)_s2_face_2019-03-04-14_47_01_22_1.avi_part5,normal_DMD
normal,phonecall,gF-22(File21)_s2_face_2019-03-04-14_47_01_22_10.avi_part1,normal_DMD
normal,phonecall,gF-22(File21)_s2_face_2019-03-04-14_47_01_22_10.avi_part3,normal_DMD
normal,phonecall,gF-22(File21)_s2_face_2019-03-04-14_47_01_22_11.avi_part1,normal_DMD
normal,phonecall,gF-22(File21)_s2_face_2019-03-04-14_47_01_22_2.avi_part1,normal_DMD
normal,text,gF-22(File21)_s2_face_2019-03-04-14_47_01_22_2.avi_part3,normal_DMD
normal,phonecall,gF-22(File21)_s2_face_2019-03-04-14_47_01_22_2.avi_part5,normal_DMD
normal,phonecall,gF-22(File21)_s2_face_2019-03-04-14_47_01_22_3.avi_part2,normal_DMD
normal,phonecall,gF-22(File21)_s2_face_2019-03-04-14_47_01_22_4.avi_part1,normal_DMD
normal,phonecall,gF-22(File21)_s2_face_2019-03-04-14_47_01_22_4.avi_part3,normal_DMD
normal,phonecall,gF-22(File21)_s2_face_2019-03-04-14_47_01_22_6.avi_part1,normal_DMD
normal,phonecall,gF-22(File21)_s2_face_2019-03-04-14_47_01_22_6.avi_part3,normal_DMD
normal,phonecall,gF-22(File21)_s2_face_2019-03-04-14_47_01_22_7.avi_part1,normal_DMD
normal,phonecall,gF-22(File21)_s2_face_2019-03-04-14_47_01_22_7.avi_part3,normal_DMD
normal,phonecall,gF-22(File21)_s2_face_2019-03-04-14_47_01_22_8.avi_part1,normal_DMD
normal,phonecall,gF-22(File21)_s2_face_2019-04-09-11_41_13_22_0.avi_part2,normal_DMD
normal,phonecall,gF-22(File21)_s2_face_2019-04-09-11_41_13_22_0.avi_part6,normal_DMD
normal,phonecall,gF-22(File21)_s2_face_2019-04-09-11_41_13_22_1.avi_part1,normal_DMD
normal,phonecall,gF-22(File21)_s2_face_2019-04-09-11_41_13_22_1.avi_part3,normal_DMD
normal,phonecall,gF-22(File21)_s2_face_2019-04-09-11_41_13_22_1.avi_part5,normal_DMD
normal,phonecall,gF-22(File21)_s2_face_2019-04-09-11_41_13_22_10.avi_part2,normal_DMD
normal,phonecall,gF-22(File21)_s2_face_2019-04-09-11_41_13_22_2.avi_part4,normal_DMD
normal,phonecall,gF-22(File21)_s2_face_2019-04-09-11_41_13_22_3.avi_part1,normal_DMD
normal,phonecall,gF-22(File21)_s2_face_2019-04-09-11_41_13_22_3.avi_part3,normal_DMD
normal,phonecall,gF-22(File21)_s2_face_2019-04-09-11_41_13_22_3.avi_part5,normal_DMD
normal,phonecall,gF-22(File21)_s2_face_2019-04-09-11_41_13_22_3.avi_part7,normal_DMD
normal,phonecall,gF-22(File21)_s2_face_2019-04-09-11_41_13_22_4.avi_part4,normal_DMD
normal,phonecall,gF-22(File21)_s2_face_2019-04-09-11_41_13_22_5.avi_part1,normal_DMD
normal,phonecall,gF-22(File21)_s2_face_2019-04-09-11_41_13_22_5.avi_part3,normal_DMD
normal,phonecall,gF-22(File21)_s2_face_2019-04-09-11_41_13_22_6.avi_part1,normal_DMD
normal,phonecall,gF-22(File21)_s2_face_2019-04-09-11_41_13_22_7.avi_part1,normal_DMD
normal,phonecall,gF-22(File21)_s2_face_2019-04-09-11_41_13_22_7.avi_part3,normal_DMD
normal,phonecall,gF-22(File21)_s2_face_2019-04-09-11_41_13_22_8.avi_part1,normal_DMD
normal,phonecall,gF-22(File21)_s2_face_2019-04-09-11_41_13_22_8.avi_part3,normal_DMD
normal,phonecall,gF-22(File21)_s2_face_2019-04-09-11_41_13_22_8.avi_part5,normal_DMD
normal,phonecall,gF-22(File21)_s2_face_2019-04-09-11_41_13_22_8.avi_part7,normal_DMD
normal,phonecall,gF-22(File21)_s2_face_2019-04-09-11_41_13_22_9.avi_part1,normal_DMD
normal,text,gF-22(File21)_s3_face_2019-04-09-11_55_31_22_0.avi_part1,normal_DMD
normal,phonecall,gF-22(File21)_s3_face_2019-04-09-11_55_31_22_0.avi_part5,normal_DMD
normal,phonecall,gF-22(File21)_s3_face_2019-04-09-11_55_31_22_0.avi_part9,normal_DMD
normal,phonecall,gF-22(File21)_s3_face_2019-04-09-11_55_31_22_0.avi_part11,normal_DMD
normal,phonecall,gF-22(File21)_s3_face_2019-04-09-11_55_31_22_1.avi_part2,normal_DMD
normal,phonecall,gF-22(File21)_s3_face_2019-04-09-11_55_31_22_1.avi_part4,normal_DMD
normal,phonecall,gF-22(File21)_s3_face_2019-04-09-11_55_31_22_2.avi_part6,normal_DMD
normal,phonecall,gF-22(File21)_s3_face_2019-04-29-10_06_23_22_0.avi_part2,normal_DMD
normal,phonecall,gF-22(File21)_s3_face_2019-04-29-10_06_23_22_0.avi_part4,normal_DMD
normal,phonecall,gF-22(File21)_s3_face_2019-04-29-10_06_23_22_0.avi_part6,normal_DMD
normal,phonecall,gF-22(File21)_s3_face_2019-04-29-10_06_23_22_0.avi_part8,normal_DMD
normal,phonecall,gF-22(File21)_s3_face_2019-04-29-10_06_23_22_1.avi_part4,normal_DMD
normal,phonecall,gF-22(File21)_s3_face_2019-04-29-10_06_23_22_1.avi_part6,normal_DMD
normal,phonecall,gF-22(File21)_s3_face_2019-04-29-10_06_23_22_2.avi_part2,normal_DMD
normal,phonecall,gF-22(File21)_s3_face_2019-04-29-10_06_23_22_2.avi_part4,normal_DMD
normal,text,gF-22(File21)_s4_face_2019-03-20-09_53_15_22_0.avi_part2,normal_DMD
normal,phonecall,gF-22(File21)_s4_face_2019-03-20-09_53_15_22_0.avi_part4,normal_DMD
normal,phonecall,gF-22(File21)_s4_face_2019-03-20-09_53_15_22_1.avi_part1,normal_DMD
normal,phonecall,gF-22(File21)_s4_face_2019-03-20-09_53_15_22_1.avi_part3,normal_DMD
normal,phonecall,gF-22(File21)_s4_face_2019-03-20-09_53_15_22_1.avi_part5,normal_DMD
normal,phonecall,gF-22(File21)_s4_face_2019-03-20-09_53_15_22_13.avi_part1,normal_DMD
normal,phonecall,gF-22(File21)_s4_face_2019-03-20-09_53_15_22_16.avi_part1,normal_DMD
normal,phonecall,gF-22(File21)_s4_face_2019-03-20-09_53_15_22_22.avi_part2,normal_DMD
normal,phonecall,gF-22(File21)_s4_face_2019-03-20-09_53_15_22_23.avi_part1,normal_DMD
normal,phonecall,gF-22(File21)_s4_face_2019-03-20-09_53_15_22_25.avi_part3,normal_DMD
normal,phonecall,gF-22(File21)_s4_face_2019-03-20-09_53_15_22_26.avi_part2,normal_DMD
normal,phonecall,gF-22(File21)_s4_face_2019-03-20-09_53_15_22_28.avi_part1,normal_DMD
normal,phonecall,gF-22(File21)_s4_face_2019-03-20-09_53_15_22_3.avi_part2,normal_DMD
normal,phonecall,gF-22(File21)_s4_face_2019-03-20-09_53_15_22_7.avi_part2,normal_DMD
normal,phonecall,gF-22(File21)_s4_face_2019-03-20-09_53_15_22_7.avi_part4,normal_DMD
normal,yawn,gF-22(File21)_s4_face_2019-03-25-14_22_00_22_0.avi_part2,normal_DMD
normal,yawn,gF-22(File21)_s4_face_2019-03-25-14_22_00_22_0.avi_part4,normal_DMD
normal,phonecall,gF-22(File21)_s4_face_2019-03-25-14_22_00_22_10.avi_part3,normal_DMD
normal,phonecall,gF-22(File21)_s4_face_2019-03-25-14_22_00_22_12.avi_part1,normal_DMD
normal,yawn,gF-22(File21)_s4_face_2019-03-25-14_22_00_22_12.avi_part3,normal_DMD
normal,phonecall,gF-22(File21)_s4_face_2019-03-25-14_22_00_22_13.avi_part1,normal_DMD
normal,phonecall,gF-22(File21)_s4_face_2019-03-25-14_22_00_22_18.avi_part2,normal_DMD
normal,phonecall,gF-22(File21)_s4_face_2019-03-25-14_22_00_22_19.avi_part1,normal_DMD
normal,phonecall,gF-22(File21)_s4_face_2019-03-25-14_22_00_22_19.avi_part3,normal_DMD
normal,phonecall,gF-22(File21)_s4_face_2019-03-25-14_22_00_22_19.avi_part5,normal_DMD
normal,phonecall,gF-22(File21)_s4_face_2019-03-25-14_22_00_22_20.avi_part1,normal_DMD
normal,phonecall,gF-22(File21)_s4_face_2019-03-25-14_22_00_22_20.avi_part3,normal_DMD
normal,phonecall,gF-22(File21)_s4_face_2019-03-25-14_22_00_22_3.avi_part2,normal_DMD
normal,phonecall,gF-22(File21)_s4_face_2019-03-25-14_22_00_22_5.avi_part1,normal_DMD
normal,text,gF-22(File21)_s4_face_2019-03-25-14_22_00_22_5.avi_part3,normal_DMD
normal,phonecall,gF-22(File21)_s4_face_2019-03-25-14_22_00_22_9.avi_part4,normal_DMD
normal,phonecall,gZ-33(File27)_s1_face_2019-04-08-10_08_19_33_1.avi_part2,normal_DMD
normal,phonecall,gZ-33(File27)_s1_face_2019-04-08-10_08_19_33_16.avi_part2,normal_DMD
normal,phonecall,gZ-33(File27)_s1_face_2019-04-08-10_08_19_33_26.avi_part4,normal_DMD
normal,phonecall,gZ-33(File27)_s1_face_2019-04-08-10_08_19_33_27.avi_part2,normal_DMD
normal,phonecall,gZ-33(File27)_s1_face_2019-04-08-10_08_19_33_29.avi_part3,normal_DMD
normal,phonecall,gZ-33(File27)_s1_face_2019-04-08-10_08_19_33_31.avi_part1,normal_DMD
normal,phonecall,gZ-33(File27)_s1_face_2019-04-08-10_08_19_33_32.avi_part1,normal_DMD
normal,phonecall,gZ-33(File27)_s1_face_2019-04-08-16_18_54_33_1.avi_part1,normal_DMD
normal,phonecall,gZ-33(File27)_s1_face_2019-04-08-16_18_54_33_18.avi_part5,normal_DMD
normal,phonecall,gZ-33(File27)_s1_face_2019-04-08-16_18_54_33_23.avi_part1,normal_DMD
normal,phonecall,gZ-33(File27)_s1_face_2019-04-08-16_18_54_33_27.avi_part2,normal_DMD
normal,phonecall,gZ-33(File27)_s1_face_2019-04-08-16_18_54_33_28.avi_part2,normal_DMD
normal,phonecall,gZ-33(File27)_s1_face_2019-04-08-16_18_54_33_30.avi_part1,normal_DMD
normal,phonecall,gZ-33(File27)_s1_face_2019-04-08-16_18_54_33_31.avi_part2,normal_DMD
normal,text,gZ-33(File27)_s1_face_2019-04-08-16_18_54_33_8.avi_part3,normal_DMD
normal,text,gZ-33(File27)_s1_face_2019-04-08-16_18_54_33_9.avi_part4,normal_DMD
normal,phonecall,gZ-33(File27)_s2_face_2019-04-08-09_59_25_33_12.avi_part1,normal_DMD
normal,phonecall,gZ-33(File27)_s2_face_2019-04-08-09_59_25_33_15.avi_part2,normal_DMD
normal,phonecall,gZ-33(File27)_s2_face_2019-04-08-09_59_25_33_19.avi_part1,normal_DMD
normal,text,gZ-33(File27)_s2_face_2019-04-08-09_59_25_33_2.avi_part4,normal_DMD
normal,text,gZ-33(File27)_s2_face_2019-04-08-09_59_25_33_5.avi_part2,normal_DMD
normal,phonecall,gZ-33(File27)_s2_face_2019-04-08-09_59_25_33_6.avi_part2,normal_DMD
normal,phonecall,gZ-33(File27)_s2_face_2019-04-08-09_59_25_33_7.avi_part1,normal_DMD
normal,phonecall,gZ-33(File27)_s2_face_2019-04-08-09_59_25_33_7.avi_part3,normal_DMD
normal,phonecall,gZ-33(File27)_s2_face_2019-04-08-09_59_25_33_8.avi_part1,normal_DMD
normal,text,gZ-33(File27)_s2_face_2019-04-08-16_09_44_33_11.avi_part3,normal_DMD
normal,phonecall,gZ-33(File27)_s2_face_2019-04-08-16_09_44_33_16.avi_part3,normal_DMD
normal,phonecall,gZ-33(File27)_s2_face_2019-04-08-16_09_44_33_18.avi_part2,normal_DMD
normal,phonecall,gZ-33(File27)_s2_face_2019-04-08-16_09_44_33_20.avi_part1,normal_DMD
normal,phonecall,gZ-33(File27)_s2_face_2019-04-08-16_09_44_33_24.avi_part3,normal_DMD
normal,phonecall,gZ-33(File27)_s2_face_2019-04-08-16_09_44_33_5.avi_part3,normal_DMD
normal,phonecall,gZ-33(File27)_s3_face_2019-04-04-09_33_20_33_0.avi_part6,normal_DMD
normal,phonecall,gZ-33(File27)_s3_face_2019-04-04-09_33_20_33_1.avi_part2,normal_DMD
normal,phonecall,gZ-33(File27)_s3_face_2019-04-04-09_33_20_33_1.avi_part4,normal_DMD
normal,phonecall,gZ-33(File27)_s3_face_2019-04-04-09_33_20_33_2.avi_part2,normal_DMD
normal,phonecall,gZ-33(File27)_s3_face_2019-04-04-09_33_20_33_4.avi_part2,normal_DMD
normal,phonecall,gZ-33(File27)_s3_face_2019-04-04-09_33_20_33_4.avi_part4,normal_DMD
normal,phonecall,gZ-33(File27)_s4_face_2019-04-02-09_08_46_33_10.avi_part2,normal_DMD
normal,phonecall,gZ-33(File27)_s4_face_2019-04-02-09_08_46_33_30.avi_part2,normal_DMD
normal,phonecall,gZ-33(File27)_s4_face_2019-04-02-09_08_46_33_34.avi_part6,normal_DMD
normal,phonecall,gZ-33(File27)_s4_face_2019-04-02-09_08_46_33_39.avi_part2,normal_DMD
normal,phonecall,gZ-33(File27)_s4_face_2019-04-03-09_22_03_33_1.avi_part1,normal_DMD
normal,phonecall,gZ-33(File27)_s4_face_2019-04-03-09_22_03_33_15.avi_part1,normal_DMD
normal,phonecall,gZ-33(File27)_s4_face_2019-04-03-09_22_03_33_16.avi_part3,normal_DMD
normal,phonecall,gZ-33(File27)_s4_face_2019-04-03-09_22_03_33_20.avi_part1,normal_DMD
normal,phonecall,gZ-33(File27)_s4_face_2019-04-03-09_22_03_33_20.avi_part3,normal_DMD
normal,phonecall,gZ-33(File27)_s4_face_2019-04-03-09_22_03_33_23.avi_part2,normal_DMD
normal,phonecall,gZ-33(File27)_s4_face_2019-04-03-09_22_03_33_27.avi_part1,normal_DMD
normal,text,gZ-37(File31)_s1_face_2019-04-08-15_56_41_37_0.avi_part1,normal_DMD
normal,text,gZ-37(File31)_s1_face_2019-04-08-15_56_41_37_18.avi_part1,normal_DMD
normal,text,gZ-37(File31)_s1_face_2019-04-08-15_56_41_37_19.avi_part1,normal_DMD
phonecall,yawn,gZ-37(File31)_s1_face_2019-04-08-15_56_41_37_19.avi_part11,normal_DMD
phonecall,normal,gZ-37(File31)_s1_face_2019-04-08-15_56_41_37_2.avi_part2,normal_DMD
phonecall,normal,gZ-37(File31)_s1_face_2019-04-08-15_56_41_37_2.avi_part4,normal_DMD
phonecall,normal,gZ-37(File31)_s1_face_2019-04-08-15_56_41_37_3.avi_part2,normal_DMD
phonecall,normal,gZ-37(File31)_s1_face_2019-04-08-15_56_41_37_3.avi_part4,normal_DMD
phonecall,normal,gZ-37(File31)_s1_face_2019-04-08-15_56_41_37_30.avi_part6,normal_DMD
phonecall,text,gZ-37(File31)_s1_face_2019-04-08-15_56_41_37_9.avi_part1,normal_DMD
phonecall,normal,gZ-37(File31)_s2_face_2019-04-08-15_45_15_37_0.avi_part1,normal_DMD
phonecall,normal,gZ-37(File31)_s2_face_2019-04-08-15_45_15_37_0.avi_part3,normal_DMD
phonecall,normal,gZ-37(File31)_s2_face_2019-04-08-15_45_15_37_0.avi_part5,normal_DMD
phonecall,normal,gZ-37(File31)_s2_face_2019-04-08-15_45_15_37_0.avi_part7,normal_DMD
phonecall,normal,gZ-37(File31)_s2_face_2019-04-08-15_45_15_37_1.avi_part5,normal_DMD
phonecall,normal,gZ-37(File31)_s2_face_2019-04-08-15_45_15_37_1.avi_part7,normal_DMD
phonecall,normal,gZ-37(File31)_s2_face_2019-04-08-15_45_15_37_2.avi_part3,normal_DMD
phonecall,normal,gZ-37(File31)_s2_face_2019-04-08-15_45_15_37_4.avi_part4,normal_DMD
phonecall,normal,gZ-37(File31)_s2_face_2019-04-08-15_45_15_37_5.avi_part2,normal_DMD
phonecall,normal,gZ-37(File31)_s2_face_2019-04-08-15_45_15_37_5.avi_part4,normal_DMD
phonecall,normal,gZ-37(File31)_s2_face_2019-04-08-15_45_15_37_6.avi_part4,normal_DMD
phonecall,normal,gZ-37(File31)_s2_face_2019-04-08-15_45_15_37_9.avi_part1,normal_DMD
phonecall,normal,gZ-37(File31)_s3_face_2019-04-29-12_10_11_37_2.avi_part2,normal_DMD
phonecall,normal,gZ-37(File31)_s3_face_2019-04-29-12_10_11_37_2.avi_part6,normal_DMD
phonecall,normal,gZ-37(File31)_s4_face_2019-04-03-15_40_42_37_4.avi_part2,normal_DMD
phonecall,normal,gZ-37(File31)_s4_face_2019-04-03-15_40_42_37_7.avi_part2,normal_DMD
phonecall,normal,gZ-37(File31)_s4_face_2019-04-03-15_40_42_37_7.avi_part4,normal_DMD
phonecall,normal,gZ-37(File31)_s4_face_2019-04-03-15_40_42_37_8.avi_part1,normal_DMD
phonecall,normal,mirror43-MaleNoGlasses-Yawning-clip-2_part3,normal_yawDD
phonecall,normal,gE-28(File18)_s2_face_2019-03-15-10_12_30_28_0.avi_part11,phonecall_DMD
phonecall,normal,gE-28(File18)_s2_face_2019-03-15-10_12_30_28_0.avi_part13,phonecall_DMD
phonecall,normal,gE-28(File18)_s2_face_2019-03-15-10_12_30_28_0.avi_part17,phonecall_DMD
phonecall,normal,gE-28(File18)_s2_face_2019-03-15-10_12_30_28_0.avi_part19,phonecall_DMD
phonecall,normal,gE-28(File18)_s2_face_2019-03-15-10_12_30_28_1.avi_part2,phonecall_DMD
phonecall,normal,gE-28(File18)_s2_face_2019-03-15-10_12_30_28_1.avi_part6,phonecall_DMD
phonecall,normal,gE-28(File18)_s2_face_2019-03-15-10_12_30_28_1.avi_part16,phonecall_DMD
phonecall,yawn,gE-28(File18)_s4_face_2019-03-21-10_19_50_28_0.avi_part2,phonecall_DMD
phonecall,normal,gE-28(File18)_s4_face_2019-03-21-10_19_50_28_0.avi_part16,phonecall_DMD
phonecall,normal,gE-28(File18)_s4_face_2019-03-21-10_19_50_28_2.avi_part2,phonecall_DMD
phonecall,normal,gE-28(File18)_s4_face_2019-03-21-10_19_50_28_2.avi_part6,phonecall_DMD
phonecall,normal,gE-28(File18)_s4_face_2019-03-21-10_19_50_28_2.avi_part10,phonecall_DMD
phonecall,normal,gF-22(File21)_s2_face_2019-03-04-14_47_01_22_0.avi_part6,phonecall_DMD
phonecall,yawn,gF-22(File21)_s2_face_2019-03-04-14_47_01_22_0.avi_part8,phonecall_DMD
phonecall,normal,gF-22(File21)_s2_face_2019-03-04-14_47_01_22_0.avi_part10,phonecall_DMD
phonecall,normal,gF-22(File21)_s2_face_2019-03-04-14_47_01_22_0.avi_part12,phonecall_DMD
phonecall,yawn,gF-22(File21)_s2_face_2019-03-04-14_47_01_22_1.avi_part2,phonecall_DMD
phonecall,normal,gF-22(File21)_s2_face_2019-03-04-14_47_01_22_1.avi_part12,phonecall_DMD
phonecall,normal,gF-22(File21)_s2_face_2019-03-04-14_47_01_22_1.avi_part14,phonecall_DMD
phonecall,normal,gF-22(File21)_s2_face_2019-03-04-14_47_01_22_1.avi_part16,phonecall_DMD
phonecall,yawn,gF-22(File21)_s2_face_2019-04-09-11_41_13_22_0.avi_part2,phonecall_DMD
phonecall,yawn,gF-22(File21)_s2_face_2019-04-09-11_41_13_22_0.avi_part4,phonecall_DMD
